Ref. no.,MedConTaCCt_ref,no_of_artifacts,Archaeological excavation,Interpretation of the context,Site,GEO1: town/city/site,GEOCoordinates1,GEOCoordinates2,GEO2_province_region,GEO3_Country,Mining_District,Mine/outcrop,OutcropCoordinates1,OutcropCoordinates2,Main ore,Material,Type_of_object,Typology,Stamps/seals/marks,Period,Chron_production_1,Chron_production_2,Chron_arch_context_1,Chron_arch_context_2,XRF,XRD,RX-EDS,ID-TIMS,TIMS,ICP-MS,LA-ICP-MS,MC-ICP-MS,206Pb/204Pb,SD/ERROR,207Pb/204Pb,SD/ERROR1,208Pb/204Pb,SD/ERROR2,207Pb/206Pb,SD/ERROR3,208Pb/206Pb,SD/ERROR4,tmod,mu12,kappa12,Lab. Analysis,Reference archaeometric publication,Observations
19360,LEAD00303,1,,,Waldgirmes,Waldgirmes,50.58683,8.54967,Lahnau,Germany,Eifel,,50.25341,6.67865,,Lead,Tablet / Sheet,,,Roman,,,-20,400,,,,,,,,X,18.368,,15.613,,38.31,,0.85,,2.0856,,,,,,Durali-Mueller et al. 2007: 155-98,
14679,LEAD00304,1,,,Waldgirmes,Waldgirmes,50.58683,8.54967,Lahnau,Germany,Eifel,,50.25341,6.67865,,Lead,Tablet / Sheet,,,Roman,,,-20,400,,,,,,,,X,18.385,,15.614,,38.33,,0.8493,,2.0851,,,,,,Durali-Mueller et al. 2007: 155-98,
14485,LEAD00305,1,,,Waldgirmes,Waldgirmes,50.58683,8.54967,Lahnau,Germany,Eifel,,50.25341,6.67865,,Lead,Tablet / Sheet,,,Roman,,,-20,400,,,,,,,,X,18.242,,15.608,,38.16,,0.8556,,2.0917,,,,,,Durali-Mueller et al. 2007: 155-98,
14372,LEAD00306,1,,,Waldgirmes,Waldgirmes,50.58683,8.54967,Lahnau,Germany,Eifel,,50.25341,6.67865,,Lead,Tablet / Sheet,,,Roman,,,-20,400,,,,,,,,X,18.489,,15.624,,38.48,,0.845,,2.081,,,,,,Durali-Mueller et al. 2007: 155-98,
14647,LEAD00307,1,,,Waldgirmes,Waldgirmes,50.58683,8.54967,Lahnau,Germany,Eifel,,50.25341,6.67865,,Lead,Tablet / Sheet,,,Roman,,,-20,400,,,,,,,,X,18.51,,15.624,,38.48,,0.8441,,2.0786,,,,,,Durali-Mueller et al. 2007: 155-98,
14653,LEAD00308,1,,,Waldgirmes,Waldgirmes,50.58683,8.54967,Lahnau,Germany,Eifel,,50.25341,6.67865,,Lead,Tablet / Sheet,,,Roman,,,-20,400,,,,,,,,X,18.432,,15.618,,38.38,,0.8473,,2.0822,,,,,,Durali-Mueller et al. 2007: 155-98,
6057,LEAD00309,1,,,Waldgirmes,Waldgirmes,50.58683,8.54967,Lahnau,Germany,Eifel,,50.25341,6.67865,,Lead,Tablet / Sheet,,,Roman,,,-20,400,,,,,,,,X,18.375,,15.613,,38.32,,0.8497,,2.0854,,,,,,Durali-Mueller et al. 2007: 155-98,
20597,LEAD00310,1,,,Waldgirmes,Waldgirmes,50.58683,8.54967,Lahnau,Germany,Eifel,,50.25341,6.67865,,Lead,Tablet / Sheet,,,Roman,,,-20,400,,,,,,,,X,18.173,,15.6,,38.09,,0.8584,,2.0958,,,,,,Durali-Mueller et al. 2007: 155-98,
20054,LEAD00311,1,,,Wallendorf,Wallendorf,49.86948,6.28788,Rhineland-Palatine,Germany,Eifel,,50.25341,6.67865,,Lead,Tablet / Sheet,,,Roman,,,-20,400,,,,,,,,X,18.235,,15.609,,38.15,,0.856,,2.0923,,,,,,Durali-Mueller et al. 2007: 155-98,
3152,LEAD00312,1,,,Wallendorf,Wallendorf,49.86948,6.28788,Rhineland-Palatine,Germany,Eifel,,50.25341,6.67865,,Lead,Undefined object,,,Roman,,,-20,400,,,,,,,,X,18.378,,15.613,,38.29,,0.8495,,2.0836,,,,,,Durali-Mueller et al. 2007: 155-98,
3159,LEAD00313,1,,,Wallendorf,Wallendorf,49.86948,6.28788,Rhineland-Palatine,Germany,Eifel,,50.25341,6.67865,,Lead,Undefined object,,,Roman,,,-20,400,,,,,,,,X,18.47,,15.624,,38.41,,0.8459,,2.0794,,,,,,Durali-Mueller et al. 2007: 155-98,
3167,LEAD00314,1,,,Wallendorf,Wallendorf,49.86948,6.28788,Rhineland-Palatine,Germany,Eifel,,50.25341,6.67865,,Lead,Undefined object,,,Roman,,,-20,400,,,,,,,,X,18.385,,15.613,,38.32,,0.8493,,2.0844,2,,,,,Durali-Mueller et al. 2007: 155-98,
3371,LEAD00315,1,,,Wallendorf,Wallendorf,49.86948,6.28788,Rhineland-Palatine,Germany,Eifel,,50.25341,6.67865,,Lead,Undefined object,,,Roman,,,-20,400,,,,,,,,X,18.374,,15.611,,38.32,,0.8496,,2.0853,,,,,,Durali-Mueller et al. 2007: 155-98,
3171,LEAD00316,1,,,Wallendorf,Wallendorf,49.86948,6.28788,Rhineland-Palatine,Germany,Eifel,,50.25341,6.67865,,Lead,Undefined object,,,Roman,,,-20,400,,,,,,,,X,18.348,,15.611,,38.28,,0.8509,,2.0864,,,,,,Durali-Mueller et al. 2007: 155-98,
3175,LEAD00317,1,,,Wallendorf,Wallendorf,49.86948,6.28788,Rhineland-Palatine,Germany,Eifel,,50.25341,6.67865,,Lead,Bead,,,Roman,,,-20,400,,,,,,,,X,18.325,,15.611,,38.26,,0.8519,,2.0876,,,,,,Durali-Mueller et al. 2007: 155-98,
3176,LEAD00318,1,,,Wallendorf,Wallendorf,49.86948,6.28788,Rhineland-Palatine,Germany,Eifel,,50.25341,6.67865,,Lead,Weight,,,Roman,,,-20,400,,,,,,,,X,18.364,,15.613,,38.3,,0.8502,,2.0857,,,,,,Durali-Mueller et al. 2007: 155-98,
3377,LEAD00319,1,,,Wallendorf,Wallendorf,49.86948,6.28788,Rhineland-Palatine,Germany,Eifel,,50.25341,6.67865,,Lead,Undefined object,,,Roman,,,-20,400,,,,,,,,X,18.358,,15.611,,38.29,,0.8503,,2.0859,,,,,,Durali-Mueller et al. 2007: 155-98,
3378,LEAD00320,1,,,Wallendorf,Wallendorf,49.86948,6.28788,Rhineland-Palatine,Germany,Eifel,,50.25341,6.67865,,Lead,Undefined object,,,Roman,,,-20,400,,,,,,,,X,18.377,,15.613,,38.32,,0.8496,,2.0853,,,,,,Durali-Mueller et al. 2007: 155-98,
3379b,LEAD00321,1,,,Wallendorf,Wallendorf,49.86948,6.28788,Rhineland-Palatine,Germany,Eifel,,50.25341,6.67865,,Lead,Rouelle,,,Roman,,,-20,400,,,,,,,,X,18.376,,15.613,,38.3,,0.8497,,2.0845,,,,,,Durali-Mueller et al. 2007: 155-98,
3380,LEAD00322,1,,,Wallendorf,Wallendorf,49.86948,6.28788,Rhineland-Palatine,Germany,Eifel,,50.25341,6.67865,,Lead,Rouelle,,,Roman,,,-20,400,,,,,,,,X,18.183,,15.601,,38.09,,0.858,,2.095,,,,,,Durali-Mueller et al. 2007: 155-98,
3384,LEAD00323,1,,,Wallendorf,Wallendorf,49.86948,6.28788,Rhineland-Palatine,Germany,Eifel,,50.25341,6.67865,,Lead,Rouelle,,,Roman,,,-20,400,,,,,,,,X,18.384,,15.615,,38.33,,0.8494,,2.0848,,,,,,Durali-Mueller et al. 2007: 155-98,
3385,LEAD00324,1,,,Wallendorf,Wallendorf,49.86948,6.28788,Rhineland-Palatine,Germany,Eifel,,50.25341,6.67865,,Lead,Rouelle,,,Roman,,,-20,400,,,,,,,,X,18.398,,15.615,,38.32,,0.8487,,2.0831,,,,,,Durali-Mueller et al. 2007: 155-98,
3386,LEAD00325,1,,,Wallendorf,Wallendorf,49.86948,6.28788,Rhineland-Palatine,Germany,Eifel,,50.25341,6.67865,,Lead,Rouelle,,,Roman,,,-20,400,,,,,,,,X,18.373,,15.611,,38.31,,0.8497,,2.0854,,,,,,Durali-Mueller et al. 2007: 155-98,
3387,LEAD00326,1,,,Wallendorf,Wallendorf,49.86948,6.28788,Rhineland-Palatine,Germany,Eifel,,50.25341,6.67865,,Lead,Rouelle,,,Roman,,,-20,400,,,,,,,,X,18.365,,15.611,,38.31,,0.8501,,2.0859,,,,,,Durali-Mueller et al. 2007: 155-98,
3388,LEAD00327,1,,,Wallendorf,Wallendorf,49.86948,6.28788,Rhineland-Palatine,Germany,Eifel,,50.25341,6.67865,,Lead,Rouelle,,,Roman,,,-20,400,,,,,,,,X,18.401,,15.625,,38.37,,0.8492,,2.085,,,,,,Durali-Mueller et al. 2007: 155-98,
3389,LEAD00328,1,,,Wallendorf,Wallendorf,49.86948,6.28788,Rhineland-Palatine,Germany,Eifel,,50.25341,6.67865,,Lead,Rouelle,,,Roman,,,-20,400,,,,,,,,X,18.401,,15.617,,38.35,,0.8487,,2.0843,,,,,,Durali-Mueller et al. 2007: 155-98,
3390,LEAD00329,1,,,Wallendorf,Wallendorf,49.86948,6.28788,Rhineland-Palatine,Germany,Eifel,,50.25341,6.67865,,Lead,Rouelle,,,Roman,,,-20,400,,,,,,,,X,18.322,,15.609,,38.24,,0.8519,,2.0869,,,,,,Durali-Mueller et al. 2007: 155-98,
3391,LEAD00330,1,,,Wallendorf,Wallendorf,49.86948,6.28788,Rhineland-Palatine,Germany,Eifel,,50.25341,6.67865,,Lead,Rouelle,,,Roman,,,-20,400,,,,,,,,X,18.181,,15.599,,38.09,,0.858,,2.0951,,,,,,Durali-Mueller et al. 2007: 155-98,
3392,LEAD00331,1,,,Wallendorf,Wallendorf,49.86948,6.28788,Rhineland-Palatine,Germany,Eifel,,50.25341,6.67865,,Lead,Rouelle,,,Roman,,,-20,400,,,,,,,,X,18.362,,15.616,,38.3,,0.8505,,2.086,,,,,,Durali-Mueller et al. 2007: 155-98,
3393,LEAD00332,1,,,Wallendorf,Wallendorf,49.86948,6.28788,Rhineland-Palatine,Germany,Eifel,,50.25341,6.67865,,Lead,Rouelle,,,Roman,,,-20,400,,,,,,,,X,18.397,,15.621,,38.36,,0.8491,,2.0852,,,,,,Durali-Mueller et al. 2007: 155-98,
3394,LEAD00333,1,,,Wallendorf,Wallendorf,49.86948,6.28788,Rhineland-Palatine,Germany,Eifel,,50.25341,6.67865,,Lead,Rouelle,,,Roman,,,-20,400,,,,,,,,X,18.361,,15.606,,38.29,,0.8499,,2.0856,,,,,,Durali-Mueller et al. 2007: 155-98,
3395,LEAD00334,1,,,Wallendorf,Wallendorf,49.86948,6.28788,Rhineland-Palatine,Germany,Eifel,,50.25341,6.67865,,Lead,Rouelle,,,Roman,,,-20,400,,,,,,,,X,18.4,,15.627,,38.41,,0.8493,,2.0877,,,,,,Durali-Mueller et al. 2007: 155-98,
3396,LEAD00335,1,,,Wallendorf,Wallendorf,49.86948,6.28788,Rhineland-Palatine,Germany,Eifel,,50.25341,6.67865,,Lead,Rouelle,,,Roman,,,-20,400,,,,,,,,X,18.378,,15.612,,38.32,,0.8495,,2.0851,,,,,,Durali-Mueller et al. 2007: 155-98,
3397,LEAD00336,1,,,Wallendorf,Wallendorf,49.86948,6.28788,Rhineland-Palatine,Germany,Eifel,,50.25341,6.67865,,Lead,Rouelle,,,Roman,,,-20,400,,,,,,,,X,18.457,,15.628,,38.42,,0.8467,,2.0815,,,,,,Durali-Mueller et al. 2007: 155-98,
3398,LEAD00337,1,,,Wallendorf,Wallendorf,49.86948,6.28788,Rhineland-Palatine,Germany,Eifel,,50.25341,6.67865,,Lead,Rouelle,,,Roman,,,-20,400,,,,,,,,X,18.401,,15.628,,38.41,,0.8493,,2.0876,,,,,,Durali-Mueller et al. 2007: 155-98,
6130,LEAD00338,1,,,Wallendorf,Wallendorf,49.86948,6.28788,Rhineland-Palatine,Germany,Eifel,,50.25341,6.67865,,Lead,Undefined object,,,Roman,,,-20,400,,,,,,,,X,18.384,,15.616,,38.34,,0.8494,,2.0853,,,,,,Durali-Mueller et al. 2007: 155-98,
9714222,LEAD00339,1,,,Mainz,Wallendorf,49.95499,8.28029,Rhineland-Palatine,Germany,Uncertain,,,,,Lead,Clamp / Staple,,,Roman,,,-20,400,,,,,,,,X,18.454,,15.628,,38.4,,0.8468,,2.0805,,,,,,Durali-Mueller et al. 2007: 155-98,
9714239,LEAD00340,1,,,Mainz,Wallendorf,49.95499,8.28029,Rhineland-Palatine,Germany,Uncertain,,,,,Lead,Clamp / Staple,,,Roman,,,-20,400,,,,,,,,X,18.36,,15.611,,38.29,,0.8503,,2.0857,,,,,,Durali-Mueller et al. 2007: 155-98,
97142F108,LEAD00341,1,,,Mainz,Wallendorf,49.95499,8.28029,Rhineland-Palatine,Germany,Uncertain,,,,,Lead,Clamp / Staple,,,Roman,,,-20,400,,,,,,,,X,18.296,,15.615,,38.26,,0.8535,,2.0913,,,,,,Durali-Mueller et al. 2007: 155-98,
90064,LEAD00342,1,,,Mainz,Wallendorf,49.95499,8.28029,Rhineland-Palatine,Germany,Uncertain,,,,,Lead,Clamp / Staple,,,Roman,,,-20,400,,,,,,,,X,18.378,,15.613,,38.29,,0.8496,,2.0837,,,,,,Durali-Mueller et al. 2007: 155-98,
97142F87,LEAD00343,1,,,Mainz,Wallendorf,49.95499,8.28029,Rhineland-Palatine,Germany,Uncertain,,,,,Lead,Clamp / Staple,,,Roman,,,-20,400,,,,,,,,X,18.389,,15.615,,38.34,,0.8492,,2.0848,,,,,,Durali-Mueller et al. 2007: 155-98,
82018,LEAD00344,1,,,Mainz,Wallendorf,49.95499,8.28029,Rhineland-Palatine,Germany,Uncertain,,,,,Lead,Pipe,,,Roman,,,-20,400,,,,,,,,X,18.368,,15.609,,38.31,,0.8498,,2.0854,,,,,,Durali-Mueller et al. 2007: 155-98,
1123,LEAD00345,1,,,Mainz,Wallendorf,49.95499,8.28029,Rhineland-Palatine,Germany,Uncertain,,,,,Lead,Pipe,,,Roman,,,-20,400,,,,,,,,X,18.359,,15.605,,38.29,,0.85,,2.0857,,,,,,Durali-Mueller et al. 2007: 155-98,
82061910,LEAD00346,1,,,Mainz,Wallendorf,49.95499,8.28029,Rhineland-Palatine,Germany,Uncertain,,,,,Lead,Pipe,,,Roman,,,-20,400,,,,,,,,X,18.383,,15.614,,38.33,,0.8493,,2.085,,,,,,Durali-Mueller et al. 2007: 155-98,
89024,LEAD00347,1,,,Mainz,Wallendorf,49.95499,8.28029,Rhineland-Palatine,Germany,Uncertain,,,,,Lead,Pipe,,,Roman,,,-20,400,,,,,,,,X,18.289,,15.614,,38.21,,0.8537,,2.0893,,,,,,Durali-Mueller et al. 2007: 155-98,
920731,LEAD00348,1,,,Mainz,Wallendorf,49.95499,8.28029,Rhineland-Palatine,Germany,Uncertain,,,,,Lead,Pipe,,,Roman,,,-20,400,,,,,,,,X,18.414,,15.619,,38.37,,0.8482,,2.0835,,,,,,Durali-Mueller et al. 2007: 155-98,
98073,LEAD00349,1,,,Mainz,Wallendorf,49.95499,8.28029,Rhineland-Palatine,Germany,Uncertain,,,,,Lead,Pipe,,,Roman,,,-20,400,,,,,,,,X,18.416,,15.62,,38.37,,0.8482,,2.0836,,,,,,Durali-Mueller et al. 2007: 155-98,
8404110,LEAD00350,1,,,Mainz,Wallendorf,49.95499,8.28029,Rhineland-Palatine,Germany,Uncertain,,,,,Lead,Pipe,,,Roman,,,-20,400,,,,,,,,X,18.376,,15.611,,38.32,,0.8495,,2.0851,,,,,,Durali-Mueller et al. 2007: 155-98,
980732,LEAD00351,1,,,Mainz,Wallendorf,49.95499,8.28029,Rhineland-Palatine,Germany,Uncertain,,,,,Lead,Pipe,,,Roman,,,-20,400,,,,,,,,X,18.399,,15.623,,38.36,,0.8491,,2.085,,,,,,Durali-Mueller et al. 2007: 155-98,
47,LEAD00352,1,,,M. workshop,Wallendorf,49.95499,8.28029,Rhineland-Palatine,Germany,Uncertain,,,,,Lead,Casting remain,,,Roman,,,-20,400,,,,,,,,X,18.363,,15.611,,38.3,,0.8501,,2.0855,,,,,,Durali-Mueller et al. 2007: 155-98,
48,LEAD00353,1,,,M. workshop,Wallendorf,49.95499,8.28029,Rhineland-Palatine,Germany,Uncertain,,,,,Lead,Ribbon,,,Roman,,,-20,400,,,,,,,,X,18.367,,15.606,,38.3,,0.8497,,2.0853,,,,,,Durali-Mueller et al. 2007: 155-98,
51,LEAD00354,1,,,M. workshop,Wallendorf,49.95499,8.28029,Rhineland-Palatine,Germany,Uncertain,,,,,Lead,Undefined object,,,Roman,,,-20,400,,,,,,,,X,18.337,,15.612,,38.27,,0.8492,,2.0847,,,,,,Durali-Mueller et al. 2007: 155-98,
53,LEAD00355,1,,,M. workshop,Wallendorf,49.95499,8.28029,Rhineland-Palatine,Germany,Uncertain,,,,,Lead,Undefined object,,,Roman,,,-20,400,,,,,,,,X,18.388,,15.616,,38.34,,0.8495,,2.0853,,,,,,Durali-Mueller et al. 2007: 155-98,
54,LEAD00356,1,,,M. workshop,Wallendorf,49.95499,8.28029,Rhineland-Palatine,Germany,Uncertain,,,,,Lead,Bead,,,Roman,,,-20,400,,,,,,,,X,18.371,,15.606,,38.31,,0.8496,,2.085,,,,,,Durali-Mueller et al. 2007: 155-98,
56,LEAD00357,1,,,M. workshop,Wallendorf,49.95499,8.28029,Rhineland-Palatine,Germany,Uncertain,,,,,Lead,Bead,,,Roman,,,-20,400,,,,,,,,X,18.372,,15.608,,38.31,,0.85,,2.0856,,,,,,Durali-Mueller et al. 2007: 155-98,
57,LEAD00358,1,,,M. workshop,Wallendorf,49.95499,8.28029,Rhineland-Palatine,Germany,Uncertain,,,,,Lead,Undefined object,,,Roman,,,-20,400,,,,,,,,X,18.364,,15.611,,38.3,,0.8498,,2.0854,,,,,,Durali-Mueller et al. 2007: 155-98,
58,LEAD00359,1,,,M. workshop,Wallendorf,49.95499,8.28029,Rhineland-Palatine,Germany,Uncertain,,,,,Lead,Undefined object,,,Roman,,,-20,400,,,,,,,,X,18.375,,15.615,,38.32,,0.8495,,2.0858,,,,,,Durali-Mueller et al. 2007: 155-98,
59,LEAD00360,1,,,M. workshop,Wallendorf,49.95499,8.28029,Rhineland-Palatine,Germany,Uncertain,,,,,Lead,Undefined object,,,Roman,,,-20,400,,,,,,,,X,18.384,,15.618,,38.35,,0.8498,,2.0853,,,,,,Durali-Mueller et al. 2007: 155-98,
99.I/L3066,LEAD00361,1,,,Martberg,Pormmern,50.17825,7.2859,Cochem-Zell,Germany,Eifel,,50.25341,6.67865,,Lead,Rouelle,,,Roman,,,-20,400,,,,,,,,X,18.736,,15.675,,39,,0.8367,,2.0814,,,,,,Durali-Mueller et al. 2007: 155-98,
"99,1/2.6.32.5",LEAD00362,1,,,Martberg,Pormmern,50.17825,7.2859,Cochem-Zell,Germany,Eifel,,50.25341,6.67865,,Lead,Rouelle,,,Roman,,,-20,400,,,,,,,,X,18.716,,15.675,,38.98,,0.8375,,2.0824,,,,,,Durali-Mueller et al. 2007: 155-98,
1,LEAD00363,1,,,Martberg,Pormmern,50.17825,7.2859,Cochem-Zell,Germany,Eifel,,50.25341,6.67865,,Lead,Rouelle,,,Roman,,,-20,400,,,,,,,,X,18.164,,15.578,,38.05,,0.8576,,2.0956,,,,,,Durali-Mueller et al. 2007: 155-98,
2,LEAD00364,1,,,Martberg,Pormmern,50.17825,7.2859,Cochem-Zell,Germany,Eifel,,50.25341,6.67865,,Lead,Rouelle,,,Roman,,,-20,400,,,,,,,,X,18.703,,15.665,,38.89,,0.8375,,2.0794,,,,,,Durali-Mueller et al. 2007: 155-98,
3,LEAD00365,1,,,Martberg,Pormmern,50.17825,7.2859,Cochem-Zell,Germany,Eifel,,50.25341,6.67865,,Lead,Rouelle,,,Roman,,,-20,400,,,,,,,,X,18.698,,15.665,,38.9,,0.8379,,2.0806,,,,,,Durali-Mueller et al. 2007: 155-98,
99.1/1.9.42,LEAD00366,1,,,Martberg,Pormmern,50.17825,7.2859,Cochem-Zell,Germany,Eifel,,50.25341,6.67865,,Lead,Casting remain,,,Roman,,,-20,400,,,,,,,,X,18.405,,15.622,,38.37,,0.8488,,2.0848,,,,,,Durali-Mueller et al. 2007: 155-98,
99.1/2.11.38,LEAD00367,1,,,Martberg,Pormmern,50.17825,7.2859,Cochem-Zell,Germany,Eifel,,50.25341,6.67865,,Lead,Casting remain,,,Roman,,,-20,400,,,,,,,,X,18.373,,15.61,,38.3,,0.8496,,2.0848,,,,,,Durali-Mueller et al. 2007: 155-98,
99.1/3.4.16,LEAD00368,1,,,Martberg,Pormmern,50.17825,7.2859,Cochem-Zell,Germany,Eifel,,50.25341,6.67865,,Lead,Casting remain,,,Roman,,,-20,400,,,,,,,,X,18.399,,15.626,,38.39,,0.8493,,2.0866,,,,,,Durali-Mueller et al. 2007: 155-98,
99.1/1.6/A4/1,LEAD00369,1,,,Martberg,Pormmern,50.17825,7.2859,Cochem-Zell,Germany,Eifel,,50.25341,6.67865,,Lead,Casting remain,,,Roman,,,-20,400,,,,,,,,X,18.402,,15.623,,38.37,,0.849,,2.0849,,,,,,Durali-Mueller et al. 2007: 155-98,
99.1/1.6.A4.7,LEAD00370,1,,,Martberg,Pormmern,50.17825,7.2859,Cochem-Zell,Germany,Eifel,,50.25341,6.67865,,Lead,Casting remain,,,Roman,,,-20,400,,,,,,,,X,18.454,,15.618,,38.38,,0.8463,,2.08,,,,,,Durali-Mueller et al. 2007: 155-98,
99.1/1-6/A4/3,LEAD00371,1,,,Martberg,Pormmern,50.17825,7.2859,Cochem-Zell,Germany,Eifel,,50.25341,6.67865,,Lead,Casting remain,,,Roman,,,-20,400,,,,,,,,X,18.392,,15.613,,38.33,,0.8489,,2.0843,,,,,,Durali-Mueller et al. 2007: 155-98,
99.1/1-6/A4/6,LEAD00372,1,,,Martberg,Pormmern,50.17825,7.2859,Cochem-Zell,Germany,Eifel,,50.25341,6.67865,,Lead,Casting remain,,,Roman,,,-20,400,,,,,,,,X,18.369,,15.613,,38.31,,0.8499,,2.0854,,,,,,Durali-Mueller et al. 2007: 155-98,
3.76/10.26.2.2,LEAD00373,1,,,Martberg,Pormmern,50.17825,7.2859,Cochem-Zell,Germany,Eifel,,50.25341,6.67865,,Lead,Casting remain,,,Roman,,,-20,400,,,,,,,,X,18.353,,15.61,,38.29,,0.8505,,2.086,,,,,,Durali-Mueller et al. 2007: 155-98,
2.22/9.18.11.1,LEAD00374,1,,,Martberg,Pormmern,50.17825,7.2859,Cochem-Zell,Germany,Eifel,,50.25341,6.67865,,Lead,Casting remain,,,Roman,,,-20,400,,,,,,,,X,18.409,,15.621,,38.39,,0.8485,,2.0853,,,,,,Durali-Mueller et al. 2007: 155-98,
99.1/7.14.49,LEAD00375,1,,,Martberg,Pormmern,50.17825,7.2859,Cochem-Zell,Germany,Eifel,,50.25341,6.67865,,Lead,Plate ,,,Roman,,,-20,400,,,,,,,,X,18.389,,15.614,,38.33,,0.8491,,2.0844,,,,,,Durali-Mueller et al. 2007: 155-98,
99.1/3.11.38,LEAD00376,1,,,Martberg,Pormmern,50.17825,7.2859,Cochem-Zell,Germany,Eifel,,50.25341,6.67865,,Lead,Plate ,,,Roman,,,-20,400,,,,,,,,X,18.303,,15.612,,38.23,,0.853,,2.0885,,,,,,Durali-Mueller et al. 2007: 155-98,
99.1/7.15.13.1,LEAD00377,1,,,Martberg,Pormmern,50.17825,7.2859,Cochem-Zell,Germany,Eifel,,50.25341,6.67865,,Lead,Plate ,,,Roman,,,-20,400,,,,,,,,X,18.375,,15.614,,38.31,,0.8497,,2.0851,,,,,,Durali-Mueller et al. 2007: 155-98,
99.1/7.10.143.1,LEAD00378,1,,,Martberg,Pormmern,50.17825,7.2859,Cochem-Zell,Germany,Eifel,,50.25341,6.67865,,Lead,Plate ,,,Roman,,,-20,400,,,,,,,,X,18.172,,15.6,,38.09,,0.8585,,2.0959,,,,,,Durali-Mueller et al. 2007: 155-98,
99.1/4.21.72.1,LEAD00379,1,,,Martberg,Pormmern,50.17825,7.2859,Cochem-Zell,Germany,Eifel,,50.25341,6.67865,,Lead,Plate ,,,Roman,,,-20,400,,,,,,,,X,18.242,,15.609,,38.16,,0.8557,,2.092,,,,,,Durali-Mueller et al. 2007: 155-98,
02.22/9.18.14.1,LEAD00380,1,,,Martberg,Pormmern,50.17825,7.2859,Cochem-Zell,Germany,Eifel,,50.25341,6.67865,,Lead,Ribbon,,,Roman,,,-20,400,,,,,,,,X,18.409,,15.621,,38.39,,0.8485,,2.0853,,,,,,Durali-Mueller et al. 2007: 155-98,
02.22/9.18.54,LEAD00381,1,,,Martberg,Pormmern,50.17825,7.2859,Cochem-Zell,Germany,Eifel,,50.25341,6.67865,,Lead,Ribbon,,,Roman,,,-20,400,,,,,,,,X,18.408,,15.62,,38.39,,0.8486,,2.0853,,,,,,Durali-Mueller et al. 2007: 155-98,
99.1/1.9.175,LEAD00382,1,,,Martberg,Pormmern,50.17825,7.2859,Cochem-Zell,Germany,Eifel,,50.25341,6.67865,,Lead,Phallus amulet,,,Roman,,,-20,400,,,,,,,,X,18.404,,15.619,,38.36,,0.8486,,2.0842,,,,,,Durali-Mueller et al. 2007: 155-98,
02.22/9.B.163.1,LEAD00383,1,,,Martberg,Pormmern,50.17825,7.2859,Cochem-Zell,Germany,Eifel,,50.25341,6.67865,,Lead,Phallus amulet,,,Roman,,,-20,400,,,,,,,,X,18.408,,15.62,,38.39,,0.8486,,2.0853,,,,,,Durali-Mueller et al. 2007: 155-98,
02.22/9.18.13,LEAD00384,1,,,Martberg,Pormmern,50.17825,7.2859,Cochem-Zell,Germany,Eifel,,50.25341,6.67865,,Lead,Phallus amulet,,,Roman,,,-20,400,,,,,,,,X,18.383,,15.617,,38.34,,0.8495,,2.0857,,,,,,Durali-Mueller et al. 2007: 155-98,
99.1/L3033/1,LEAD00385,1,,,Martberg,Pormmern,50.17825,7.2859,Cochem-Zell,Germany,Eifel,,50.25341,6.67865,,Lead,Phallus amulet,,,Roman,,,-20,400,,,,,,,,X,18.366,,15.608,,38.29,,0.8498,,2.085,,,,,,Durali-Mueller et al. 2007: 155-98,
99.1/L1380,LEAD00386,1,,,Martberg,Pormmern,50.17825,7.2859,Cochem-Zell,Germany,Eifel,,50.25341,6.67865,,Lead,Phallus amulet,,,Roman,,,-20,400,,,,,,,,X,18.425,,15.619,,38.37,,0.8477,,2.0824,,,,,,Durali-Mueller et al. 2007: 155-98,
99.1/L48,LEAD00387,1,,,Martberg,Pormmern,50.17825,7.2859,Cochem-Zell,Germany,Eifel,,50.25341,6.67865,,Lead,Phallus amulet,,,Roman,,,-20,400,,,,,,,,X,18.424,,15.62,,38.37,,0.8478,,2.0825,,,,,,Durali-Mueller et al. 2007: 155-98,
10.18.25,LEAD00388,1,,,Martberg,Pormmern,50.17825,7.2859,Cochem-Zell,Germany,Eifel,,50.25341,6.67865,,Lead,Phallus amulet,,,Roman,,,-20,400,,,,,,,,X,18.418,,15.621,,38.37,,0.8482,,2.0834,,,,,,Durali-Mueller et al. 2007: 155-98,
99.1/4.3.14,LEAD00389,1,,,Martberg,Pormmern,50.17825,7.2859,Cochem-Zell,Germany,Eifel,,50.25341,6.67865,,Lead,Phallus amulet,,,Roman,,,-20,400,,,,,,,,X,18.449,,15.623,,38.38,,0.8468,,2.0805,,,,,,Durali-Mueller et al. 2007: 155-98,
10.2.13,LEAD00390,1,,,Martberg,Pormmern,50.17825,7.2859,Cochem-Zell,Germany,Eifel,,50.25341,6.67865,,Lead,Phallus amulet,,,Roman,,,-20,400,,,,,,,,X,18.411,,15.623,,38.39,,0.8485,,2.0853,,,,,,Durali-Mueller et al. 2007: 155-98,
99.1/A12/30,LEAD00391,1,,,Martberg,Pormmern,50.17825,7.2859,Cochem-Zell,Germany,Eifel,,50.25341,6.67865,,Lead,Phallus amulet,,,Roman,,,-20,400,,,,,,,,X,18.422,,15.62,,38.37,,0.8479,,2.0826,,,,,,Durali-Mueller et al. 2007: 155-98,
